id,conversation_id,customer_message,context,expected_intent,predicted_intent,expected_escalation,predicted_escalation,escalation_reason,historical_resolution,drafted_reply,human_helpfulness,human_grounded,human_safe,human_acceptable,human_notes
AMZ-126,14022,@117093 supervisor Jennifer just hung up on me after refusing 2 provide protocol 4 handling the GreenInsulatedCarriers AF delivers in. downtown Condos need 2 understand how 2 work w/this new service R small front halls R not designed 4 this service. Was hoping 2 collaborate,CUSTOMER: @117093 supervisor Jennifer just hung up on me after refusing 2 provide protocol 4 handling the GreenInsulatedCarriers AF delivers in. downtown Condos need 2 understand how 2 work w/this new service R small front halls R not designed 4 this service. Was hoping 2 collaborate | BRAND: @118951 I'm sorry for the poor experience! Can you please tell us more about the problem you're experiencing with tote pick-up? ^WT | CUSTOMER: @AmazonHelp We have 2 work 2gether to accommodate UR new service. I simply need 2 know how exactly U instruct AF customers re disposition of the large green insulated carriers. Not a difficult question--need the written instrux. | BRAND: @118951 I would like to have a team member look into getting the totes picked up for you! Please add your details here: https://t.co/MoFmdEXzbY so we can help out with this! Keep us updated on the status! ^FR | CUSTOMER: @AmazonHelp Don't be silly. Read the Tweet! I NEED 2 KNOW HOW U INSTRUCT CUSTOMERS. What is the plan? We've tenants who think they've the rite 2 store empty AF totes in the common area presumably awaiting PickUp 10+ days is 10 days longer that the small front hall common area can handle. | CUSTOMER: @AmazonHelp I am a PwD who had to arrange pachages INCLUDING 3 lg. green #AmazonFresh totes to make the front hall passable. PLEASE provide me with the AF protocol for disposition of the AF totes after delivery. It's a very simple question.,DELIVERY_LATE_OR_NOT_ARRIVED,DELIVERY_EXPERIENCE_OR_CARRIER_COMPLAINT,AUTO_HANDLE,AUTO_HANDLE,"Informational request within a known intent, supported by similar historical evidence (top similarity 1.000).",[sim 1.000 conv 14022] CUST: @117093 supervisor Jennifer just hung up on me after refusing 2 provide protocol 4 handling the GreenInsulatedCarriers A -> AMZN: @118951 I'm sorry for the poor experience! Can you please tell us more about the problem you're experiencing with tote p ;; [sim 0.185 conv 9959] CUST: @116935 worst customer service; got hung up on twice -> AMZN: @117845 I'm so sorry we've let you down; that's never our intent! We'd like to take a closer look into this and explore  ;; [sim 0.137 conv 16125] CUST: Never buy large appliances from @115850 as they DO NOT provide installation service. #CustomerInconvenience #ApniDukan?  -> AMZN: @119536 Seems like you've had an unpleasant experience. Could you elaborate so that we could assist you accordingly? ^ST,I am very sorry to hear about your experience and the frustration this has caused. I would like to have a member of our team look into this for you. Please share your details with us here: https://amazon.com/contactus so we can assist you further. ^AM,,,,,
AMZ-035,3745,@AmazonHelp infórmese... no voy a perder más mi tiempo...,"BRAND: @116616 David, te recomendamos no compartir informaciones personales por este medio, te sugerimos editar o eliminar este mensaje. (1/2) | CUSTOMER: @AmazonHelp infórmese... no voy a perder más mi tiempo... | BRAND: @116616 ¿Puedes explicarnos bien el inconveniente y mandarnos los detalles en este enlace por favor? https://t.co/kUkXHFkYWd ^JJ",OTHER_NON_ACTIONABLE,OTHER_NON_ACTIONABLE,AUTO_HANDLE,AUTO_HANDLE,"Informational request within a known intent, supported by similar historical evidence (top similarity 1.000).","[sim 1.000 conv 3745] CUST: @AmazonHelp infórmese... no voy a perder más mi tiempo... -> AMZN: @116616 David, te recomendamos no compartir informaciones personales por este medio, te sugerimos editar o eliminar este ;; [sim 0.104 conv 11624] CUST: @AmazonHelp AMZL US -> AMZN: @117955 Please provide your details here: https://t.co/zUIZ61Nac2 and my team will escalate to Amazon Logistics. ^EZ ;; [sim 0.096 conv 16448] CUST: @AmazonHelp こんにちは。先日Amazonギフト券チャージのやり方を教えていただいた者です。チャージが終了しアカウントに登録されたのですが、買い物でお支払い方法のコード入力とはどこに書かれてあるのですか？「次に進む」が表示されず買 -> AMZN: @119622 こんにちは、お問い合わせありがとうございます。ギフト券をチャージ済みの場合、コード入力は不要です。次に進めないとのことであれば、金額が不足している可能性がございます。出品者発送ですと別途送料が発生したり、お急ぎ便の代金が加算","Lamentamos los inconvenientes. Para poder ayudarte de manera adecuada y revisar tu caso, por favor envíanos los detalles a través de este enlace: https://www.amazon.es/contactus. Quedamos atentos para asistirte.",,,,,
AMZ-136,15288,@118919 @119356 अगर आप नोकिया 6 mobile को समय पर नही पहुंचा पाते हैं customer को तो क्यों आप नोकिया का फ़ोन बेचते है,"CUSTOMER: @118919 @119356 अगर आप नोकिया 6 mobile को समय पर नही पहुंचा पाते हैं customer को तो क्यों आप नोकिया का फ़ोन बेचते है | BRAND: @119355 : https://t.co/r8OjOjMdND and we'll look into this for you. (2/2) ^VM | BRAND: @119355 We understand you are yet to receive your order. Let us investigate this further. Please reach us via (1/2) ^VM | CUSTOMER: @118919 @119356 https://t.co/nei7OW1h0M | BRAND: @119355 Have you reached out to our support team as suggested earlier? ^RW | CUSTOMER: @118919 @119356 Delivery date 1Nov hai Aur Abhi tak Delivery nahi kiya hai ||Gati courier|| Godda, jharkhand my amazon id __email__",OTHER_NON_ACTIONABLE,DELIVERY_LATE_OR_NOT_ARRIVED,AUTO_HANDLE,AUTO_HANDLE,"Informational request within a known intent, supported by similar historical evidence (top similarity 1.000).","[sim 1.000 conv 15288] CUST: @118919 @119356 अगर आप नोकिया 6 mobile को समय पर  नही पहुंचा पाते हैं customer को  तो क्यों आप नोकिया का फ़ोन बेचते है -> AMZN: @119355 : https://t.co/r8OjOjMdND and we'll look into this for you. (2/2) ^VM ;; [sim 0.216 conv 13897] CUST: @118919 Please monitor your customer care dept. Its like fighting a war. https://t.co/PFcZRszNVU -> AMZN: @118918 I understand your concern, however we'll not be able to accept an email as proof for denial of service, kindly s ;; [sim 0.196 conv 16433] CUST: @119356 @AmazonHelp     horrible service, lousy customer care, non existent courier phone numbers. So much for becoming  -> AMZN: @119620 Sorry to know about the delivery issue. Did we happen to miss estimate as mentioned here: https://t.co/ykWpCt0el",हमें यह जानकर खेद है कि आपको अपने ऑर्डर के साथ परेशानी हो रही है। कृपया इस लिंक पर अपनी जानकारी साझा करें ताकि हम इसकी जांच कर सकें: https://www.amazon.in/gp/help/customer/contact-us हम आपकी सहायता के लिए तैयार हैं।,,,,,
AMZ-107,11982,@AmazonHelp what the hell is going on?! Today's last day to deliver and still not shipped!! Should I pledge that I won't ever order from u?!,"CUSTOMER: @AmazonHelp what the hell is going on?! Today's last day to deliver and still not shipped!! Should I pledge that I won't ever order from u?! | BRAND: @118356 I understand your concern, Nihal. Could you confirm if you've report this to our team using the link provided earlier? ^HD | CUSTOMER: @AmazonHelp Many times..Always got them saying well deliver it by deadline...I hate your service now | BRAND: @118356 Sorry about the delay with the order. Please share your details here: https://t.co/GIJyeYqKE0 and we'll check this. ^KA | CUSTOMER: @AmazonHelp It's point less to actually fill this form.Since you always give me those replies with I'll personally follow up and stuff.. | BRAND: @118356 Twitter is a social media platform we'll not be able to access any of your account/order details. Please share your 1/2 ^SH",DELIVERY_NOT_RECEIVED_BUT_MARKED_DELIVERED,DELIVERY_LATE_OR_NOT_ARRIVED,ESCALATE,AUTO_HANDLE,"Informational request within a known intent, supported by similar historical evidence (top similarity 1.000).","[sim 1.000 conv 11982] CUST: @AmazonHelp what the hell is going on?! Today's last day to deliver and still not shipped!!
Should I pledge that I won't -> AMZN: @118356 I understand your concern, Nihal. Could you confirm if you've report this to our team using the link provided ea ;; [sim 0.173 conv 16110] CUST: My package still doesn’t have a tracking number @115821  I ordered  last week...and no updated email just says not shipp -> AMZN: @119534 I'm sorry for any inconvenience! Can you tell us when your order is due to arrive? ^EZ ;; [sim 0.172 conv 5331] CUST: @AmazonHelp live chat down in the UK and as a prime member I cannot t get any items delivered before Tuesday whats going -> AMZN: @116936 Hi there, I'm sorry for the delivery troubles! Just to confirm, are you trying to place an order right now, or i","I am very sorry for the frustration regarding your order's status. Since I cannot access your account details here, please reach out to us via our official contact page at https://www.amazon.com/contact-us so our team can look into this for you immediately.",,,,,
AMZ-015,1718,"I ordered some parts of my costume late, but my amazon has a map of the driver and they're like, 6 houses away.","CUSTOMER: I ordered some parts of my costume late, but my amazon has a map of the driver and they're like, 6 houses away. | BRAND: @116087 I'm sorry for the long wait; what is your current order status showing when you review it: https://t.co/Y5jpI9gRhE? ^WM | CUSTOMER: @AmazonHelp My package just got here. All good, thank you! | BRAND: @116087 Thank you for keeping us posted, Rachael! ^BA",DELIVERY_EXPERIENCE_OR_CARRIER_COMPLAINT,OTHER_NON_ACTIONABLE,AUTO_HANDLE,AUTO_HANDLE,"Informational request within a known intent, supported by similar historical evidence (top similarity 1.000).","[sim 1.000 conv 1718] CUST: I ordered some parts of my costume late, but my amazon has a map of the driver and they're like, 6 houses away. -> AMZN: @116087 I'm sorry for the long wait; what is your current order status showing when you review it: https://t.co/Y5jpI9gR ;; [sim 0.140 conv 11603] CUST: @amazonhelp My order 113-8951188-2020217 says ""Left in mailroom"" but my house doesn't have a mailroom and I've been home -> AMZN: @118235 Oh no! Have you checked the mailbox? These steps may help locate the order: https://t.co/7jZ5OuoXoK. Keep us pos ;; [sim 0.121 conv 1713] CUST: @AmazonHelp if I add another adult to my Amazon household (with their own account) can they see my wishlists/photos/orde -> AMZN: @116085 Thanks for reaching out to us! You can find info on adding household members here: https://t.co/i3uumZzaok ^MO",I'm sorry for the wait! Could you please check your current order status here: https://t.co/Y5jpI9gRhE? Let us know what you see so we can look into this further.,,,,,
AMZ-174,17672,Hey @115821 wth does this mean? How can the iOS app on the phone be offline? #AmazonEcho https://t.co/bsAmAY4b38,CUSTOMER: Hey @115821 wth does this mean? How can the iOS app on the phone be offline? #AmazonEcho https://t.co/bsAmAY4b38 | BRAND: @119906 I'm sorry about the error you're seeing! Please try uninstalling and reinstalling the app. Let us know how it goes. ^JP | CUSTOMER: @AmazonHelp Tried that. No joy. Original echo works. New echo plus works but adding both to music group seems impossible. Select one other is unavail,DEVICE_OR_DIGITAL_SERVICE_ISSUE,DEVICE_OR_DIGITAL_SERVICE_ISSUE,AUTO_HANDLE,AUTO_HANDLE,"Informational request within a known intent, supported by similar historical evidence (top similarity 1.000).","[sim 1.000 conv 17672] CUST: Hey @115821 wth does this mean? How can the iOS app on the phone be offline? #AmazonEcho https://t.co/bsAmAY4b38 -> AMZN: @119906 I'm sorry about the error you're seeing! Please try uninstalling and reinstalling the app. Let us know how it go ;; [sim 0.278 conv 13460] CUST: ""Alexa, häng die Wäsche auf"" ?! 🤔
#Amazon #Ariel #AmazonEcho https://t.co/Cav3Pli81W -> AMZN: @118798 😃... das wäre toll! Soweit ist sie aber noch nicht. Wird eher in die Richtung ""Hey, deine Wäsche ist fertig! Zac ;; [sim 0.179 conv 682] CUST: How @115821 packages china https://t.co/fO9vbus18E -> AMZN: @115848 We're always looking for ways to improve and we'd like to hear your feedback on this packaging: https://t.co/vjM",I'm sorry to hear you're seeing an offline error in your app. Please try uninstalling and reinstalling the Alexa app on your device to see if that resolves the issue. Let us know how it goes!,,,,,
AMZ-154,16467,"@117795 Now that I’m streaming to your Prime Do U have audio assisted movies, TV, etc. as I am visually impaired. ?","CUSTOMER: @117795 Now that I’m streaming to your Prime Do U have audio assisted movies, TV, etc. as I am visually impaired. ? | BRAND: @119627 That's a great question! You can learn more on how to turn on Audio Descriptions here: https://t.co/qiN8mb0MXN ^SE | CUSTOMER: @AmazonHelp The link didnt go to app instead asked me to buy movies :-) I am looking for those on Amazon prime. Search function said did not exist | BRAND: @119627 I'm sorry the link didn't work. You can view the list of Audio Descriptions by clicking here: https://t.co/M37Heh3Uak ^AY",PRIME_MEMBERSHIP_OR_SUBSCRIPTION,DEVICE_OR_DIGITAL_SERVICE_ISSUE,AUTO_HANDLE,AUTO_HANDLE,"Informational request within a known intent, supported by similar historical evidence (top similarity 1.000).","[sim 1.000 conv 16467] CUST: @117795 Now that I’m streaming to your Prime Do U have audio assisted movies, TV, etc. as I am visually impaired. ? -> AMZN: @119627 That's a great question! You can learn more on how to turn on Audio Descriptions here: https://t.co/qiN8mb0MXN ^ ;; [sim 0.117 conv 16764] CUST: Honestly, @117795 it's like a pyramid scheme. Pay extra to be mistreated. Issue not resolved even after 45 min calls. #d -> AMZN: @119698 I'm sorry for the poor experience! Will you tell us more about the issue and what info or options we were able t ;; [sim 0.086 conv 17686] CUST: @AmazonHelp hey I started a Amazon prime trial..i was charged $1..wats that about ? -> AMZN: @119908 When you sign up for a Prime free trial, we send an authorization to your bank. Here's more info: https://t.co/9",That is a great question! We do offer Audio Descriptions for many titles on Prime Video. You can find more information on how to identify and enable these features here: https://www.amazon.com/gp/help/customer/display.html?nodeId=G879654765,,,,,
AMZ-061,6966,@115821 So for the 4th time the package I ordered was tossed onto my property instead of being left on my front porch. It was raining. Package wet. I’ve complained repeatedly to no avail. Since Amazon switched from USPS to local delivery Svc the SERVICE is terrible.,"CUSTOMER: @115821 So for the 4th time the package I ordered was tossed onto my property instead of being left on my front porch. It was raining. Package wet. I’ve complained repeatedly to no avail. Since Amazon switched from USPS to local delivery Svc the SERVICE is terrible. | BRAND: @117198 I am so sorry this has happened. Can you please clarify the carrier for us? We want to assist! You can see that info here: https://t.co/WvaNTeDWQh ^BA | CUSTOMER: @AmazonHelp Will do in morning. By the way, I’ve complained about this same issue 3 times and twice before directly to carrier. | BRAND: @117198 When you have a moment, please phone us here: https://t.co/hApLpMlfHN ^RR | CUSTOMER: @AmazonHelp Please call me | BRAND: @117198 If you follow the link ^RR provided, we'd love to give you a call. ^MH",DELIVERY_EXPERIENCE_OR_CARRIER_COMPLAINT,DELIVERY_EXPERIENCE_OR_CARRIER_COMPLAINT,AUTO_HANDLE,AUTO_HANDLE,"Informational request within a known intent, supported by similar historical evidence (top similarity 1.000).","[sim 1.000 conv 6966] CUST: @115821 So for the 4th time the package I ordered was tossed onto my property instead of being left on my front porch. I -> AMZN: @117198 I am so sorry this has happened. Can you please clarify the carrier for us? We want to assist! You can see that  ;; [sim 0.173 conv 11619] CUST: @AmazonHelp how do I inform your delivery drivers to just leave my package at my front door? -> AMZN: @118238 Hey, Hugh! Are you having trouble receiving a recent order? ^LA ;; [sim 0.156 conv 14294] CUST: @115821 logistics doing a laughably terrible job of delivering my package. Anyone else noticing a serious dip in custome -> AMZN: @119041 I'm sorry about this experience! Have we missed our initial delivery date promised in Your Orders: https://t.co/",I am very sorry to hear about the condition of your package and the repeated delivery issues. We would like to look into this for you. Could you please let us know the carrier for this delivery and reach out to us here: https://amzn.to/38q3i4T,,,,,
AMZ-064,8527,I know it’s nearly xmas but seriously I ordered a book from @115821 due to arrive 23rd Oct and still don’t have it or know where it is???,"CUSTOMER: I know it’s nearly xmas but seriously I ordered a book from @115821 due to arrive 23rd Oct and still don’t have it or know where it is??? | BRAND: @117498 I'm sorry for the wait, Jamie! What's the current status of your order here: https://t.co/aaDyEz1VgE? ^SH | CUSTOMER: @AmazonHelp Well it says arriving today but honestly I know that’s fake as looked last four days and it’s still the same then https://t.co/3T23E69GE0 | BRAND: @117498 I understand your concern. At your earliest convenience, we'd like to look into this with you: https://t.co/oGDklGgbCZ ^GM | CUSTOMER: @AmazonHelp Thank you but unsure how that’s going to help as just says “put for delivery and arriving today when I know it proberly won’t :/ | BRAND: @117498 I can understand your reluctance, but we can provide you with additional options depending on who the seller is. ^SY",DELIVERY_LATE_OR_NOT_ARRIVED,DELIVERY_LATE_OR_NOT_ARRIVED,AUTO_HANDLE,AUTO_HANDLE,"Informational request within a known intent, supported by similar historical evidence (top similarity 1.000).","[sim 1.000 conv 8527] CUST: I know it’s nearly xmas but seriously I ordered a book from @115821 due to arrive 23rd Oct and still don’t have it or kn -> AMZN: @117498 I'm sorry for the wait, Jamie! What's the current status of your order here: https://t.co/aaDyEz1VgE? ^SH ;; [sim 0.225 conv 5134] CUST: @115821 still don't know if my order has shipped or not.. BUT at least I'm a good person! https://t.co/hzYEL3qL7r -> AMZN: @116915 I'm sorry for the frustration! We'd love to help but are unable to access your Amazon account via Twitter. You c ;; [sim 0.179 conv 2568] CUST: Hey @115821, why is your Prime 2-day delivery not arriving until Monday? Is there a holiday I don't know about? -> AMZN: @116320 Most items are readily available for shipping; however, some aren't and may have a longer processing time than o",I am very sorry to hear your book hasn't arrived as expected. I would like to look into this for you. Please reach out to us here so we can investigate the status of your order: https://www.amazon.com/contact-us,,,,,
AMZ-119,13563,@AmazonHelp when do you guys charge for the Xbox one X I preordered? It ships the 6th.,CUSTOMER: @AmazonHelp when do you guys charge for the Xbox one X I preordered? It ships the 6th. | BRAND: @118828 Thanks for reaching out to us! You will be charged for your order once it ships out. ^FJ | CUSTOMER: @AmazonHelp Ok. Thank you!,UNEXPECTED_CHARGE_OR_BILLING_ERROR,OTHER_NON_ACTIONABLE,ESCALATE,AUTO_HANDLE,"Informational request within a known intent, supported by similar historical evidence (top similarity 1.000).","[sim 1.000 conv 13563] CUST: @AmazonHelp when do you guys charge for the Xbox one X I preordered? It ships the 6th. -> AMZN: @118828 Thanks for reaching out to us! You will be charged for your order once it ships out. ^FJ ;; [sim 0.170 conv 16758] CUST: @AmazonHelp fuck you guys. Canceling Prime. Not gonna do business with you guys ever again. -> AMZN: @119697 This isn't how we want you to feel. We'd like to help, if possible. Please let us know more about what's going.  ;; [sim 0.142 conv 17234] CUST: Going to take this in the consumer court...total fraud from amazon @AmazonHelp i will sue you guys for this ... https:// -> AMZN: @119794 We're unable to verify any detail over Twitter, Anjana. Please respond to our email so we could take it from the",Thanks for reaching out! You will be charged for your order once it ships out.,,,,,
AMZ-138,15447,@115830 thank you for delaying my package again and again. Not like I wanted it or anything,CUSTOMER: @115830 thank you for delaying my package again and again. Not like I wanted it or anything | BRAND: @119403 I'm sorry for the delay! Have we provided an updated delivery estimate for your order? Please check here: https://t.co/mm84Ic925f ^MB | CUSTOMER: @AmazonHelp You have and it’s been pushed (again) to Friday or possibly Saturday or god forbid Monday. Was told it would be diverted by 8pm tonight. | BRAND: @119403 Please let us know if doesn't arrive by Friday! We'd like to help! ^ZW | CUSTOMER: @AmazonHelp I will just a bit frustrating that’s all considering it was on amazon prime | CUSTOMER: @AmazonHelp Hey so my package has not arrived yet. Can I get this sorted please,DELIVERY_LATE_OR_NOT_ARRIVED,DELIVERY_LATE_OR_NOT_ARRIVED,AUTO_HANDLE,AUTO_HANDLE,"Informational request within a known intent, supported by similar historical evidence (top similarity 1.000).","[sim 1.000 conv 15447] CUST: @115830 thank you for delaying my package again and again. Not like I wanted it or anything -> AMZN: @119403 I'm sorry for the delay! Have we provided an updated delivery estimate for your order? Please check here: https: ;; [sim 0.186 conv 11060] CUST: @AmazonHelp still have not received my package I paid extra for guaranteed next day. Won't do that again -> AMZN: @118086 I'm sorry your order hasn't arrived! What is the delivery date shown in the confirmation e-mail: https://t.co/CT ;; [sim 0.173 conv 9821] CUST: @AmazonHelp so I pay extra for overnight shipping and you guys are gonna delay my package for another 2-4 days? i'd like -> AMZN: @117801 (2/2) If we’ve missed the date in our order confirmation e-mail, please let us know here: https://t.co/hApLpMlfH",I'm very sorry for the repeated delays with your package. I understand how frustrating this is. Please reach out to us via chat or phone at https://amazon.com/contact-us so we can look into the status of your order and assist you further.,,,,,
AMZ-150,16424,"My @116090 package we supposed to be delivered yesterday, but I wasn't home so the courier left a notice to re-deliver the next day","CUSTOMER: My @116090 package we supposed to be delivered yesterday, but I wasn't home so the courier left a notice to re-deliver the next day | CUSTOMER: @116090 It's now 9:38pm the next day and still nothing. No calls, no emails, not a single thing 🙃🙃🙃 | BRAND: @119617 I'm sorry you still haven't received the order. Was there any update on the tracking here: https://t.co/PyACxvY8Qo ^LA | CUSTOMER: @AmazonHelp It says it's at the warehouse now, but I got a notice stating they would attempt another delivery | CUSTOMER: @AmazonHelp And there was no indication that they had re-attempted delivery | BRAND: @119617 Who is the courier shown on the tracking info? Have you contacted the courier? ^LJ",DELIVERY_NOT_RECEIVED_BUT_MARKED_DELIVERED,DELIVERY_LATE_OR_NOT_ARRIVED,ESCALATE,AUTO_HANDLE,"Informational request within a known intent, supported by similar historical evidence (top similarity 1.000).","[sim 1.000 conv 16424] CUST: My @116090 package we supposed to be delivered yesterday, but I wasn't home so the courier left a notice to re-deliver t -> AMZN: @119617 I'm sorry you still haven't received the order. Was there any update on the tracking here: https://t.co/PyACxvY8 ;; [sim 0.164 conv 10647] CUST: @115821 paid for next day delivery.. had it confirmed and alas, no package #nothappy -> AMZN: @117950 I'm so sorry for the wait. If you have a moment, please contact us by chat or phone: https://t.co/JzP7hlA23B. ^L ;; [sim 0.156 conv 2586] CUST: @116324 not dlvd after 1 wk. U lied 2 @AmazonHelp saying left in safe place on Fri. Yesterday u said wld be dlvd 24-48hr -> AMZN: @116323 I'm sorry your order hasn't arrived yet! Please let us know if you haven't received it within 48 hours. ^EB","I'm sorry to hear your package hasn't arrived as expected. Could you please check the tracking link for any updates? If you don't receive the package or an update today, please let us know so we can look into this further for you.",,,,,
AMZ-129,14294,@115821 logistics doing a laughably terrible job of delivering my package. Anyone else noticing a serious dip in customer service?,CUSTOMER: @115821 logistics doing a laughably terrible job of delivering my package. Anyone else noticing a serious dip in customer service? | BRAND: @119041 I'm sorry about this experience! Have we missed our initial delivery date promised in Your Orders: https://t.co/Y5jpI9gRhE ^EB | CUSTOMER: @AmazonHelp Yes. You definitely missed my delivery date. Twice. Also your call center staff seems to have no understanding of how mail delivery works. | BRAND: @119041 I certainly understand your frustration! Who was the carrier for these orders? Please check here: https://t.co/Y5jpI9gRhE ^BE | CUSTOMER: @AmazonHelp The carrier in both instances has been Amazon. Service has been awful once @115821 started doing the deliveries. | CUSTOMER: @AmazonHelp How do I speak with a manager who actually can answer questions about Amazon (AMZL US) logistics not from a call center script?,DELIVERY_NOT_RECEIVED_BUT_MARKED_DELIVERED,DELIVERY_EXPERIENCE_OR_CARRIER_COMPLAINT,ESCALATE,AUTO_HANDLE,"Informational request within a known intent, supported by similar historical evidence (top similarity 1.000).","[sim 1.000 conv 14294] CUST: @115821 logistics doing a laughably terrible job of delivering my package. Anyone else noticing a serious dip in custome -> AMZN: @119041 I'm sorry about this experience! Have we missed our initial delivery date promised in Your Orders: https://t.co/ ;; [sim 0.156 conv 6966] CUST: @115821 So for the 4th time the package I ordered was tossed onto my property instead of being left on my front porch. I -> AMZN: @117198 I am so sorry this has happened. Can you please clarify the carrier for us? We want to assist! You can see that  ;; [sim 0.150 conv 16433] CUST: @119356 @AmazonHelp     horrible service, lousy customer care, non existent courier phone numbers. So much for becoming  -> AMZN: @119620 Sorry to know about the delivery issue. Did we happen to miss estimate as mentioned here: https://t.co/ykWpCt0el",I am very sorry to hear about your recent delivery experience. We would like to look into this further for you. Could you please reach out to us at https://amazon.com/contact-us so we can investigate what happened?,,,,,
AMZ-059,5789,"@115850 I have stopped ordering from your site, Amazon courier guys are very rude. I have given similar complaints to u no of tyms.","CUSTOMER: @115850 I have stopped ordering from your site, Amazon courier guys are very rude. I have given similar complaints to u no of tyms. | BRAND: @117088 Apologies for this unpleasant experience. I'd like to take a closer look. 1/2 ^HD | BRAND: @117088 Please share your details here: https://t.co/GIJyeYqKE0 and I'll get in touch with you. 2/2 ^HD",DELIVERY_EXPERIENCE_OR_CARRIER_COMPLAINT,DELIVERY_EXPERIENCE_OR_CARRIER_COMPLAINT,AUTO_HANDLE,AUTO_HANDLE,"Informational request within a known intent, supported by similar historical evidence (top similarity 1.000).","[sim 1.000 conv 5789] CUST: @115850 I have stopped ordering from your site, Amazon courier guys are very rude. I have given similar complaints to u  -> AMZN: @117088 Apologies for this unpleasant experience. I'd like to take a closer look. 1/2 ^HD ;; [sim 0.144 conv 15279] CUST: @AmazonHelp 408-9273159-6369903.replacement ordered from 24th Oct.no1 contact me.Really worst courier service from Amazo -> AMZN: @119353 That's strange. Let us help you out here. Please drop your details here: https://t.co/TjZa6SQ9Hz (1/2) ^VM ;; [sim 0.132 conv 16474] CUST: @115821  hi, can you guys give me the country code of amazon usa. amazon  gave me headaches.. -> AMZN: @119449  I'm sorry for the trouble! You can dial +1-206-266-2992 to reach us internationally. ^BT",I am very sorry to hear about your experience with our delivery team. I would like to look into this further for you. Please reach out to us here: https://amzn.to/38q3i8p so we can assist you directly.,,,,,
AMZ-156,16474,"@115821 hi, can you guys give me the country code of amazon usa. amazon gave me headaches..","CUSTOMER: @115821 hi, can you guys give me the country code of amazon usa. amazon gave me headaches.. | BRAND: @119449 I'm sorry for the trouble! You can dial +1-206-266-2992 to reach us internationally. ^BT | CUSTOMER: @AmazonHelp i didnt do anything wrong.. then why doing some wierd things like that? why???",DEVICE_OR_DIGITAL_SERVICE_ISSUE,GENERAL_SERVICE_COMPLAINT,AUTO_HANDLE,AUTO_HANDLE,"Informational request within a known intent, supported by similar historical evidence (top similarity 1.000).","[sim 1.000 conv 16474] CUST: @115821  hi, can you guys give me the country code of amazon usa. amazon  gave me headaches.. -> AMZN: @119449  I'm sorry for the trouble! You can dial +1-206-266-2992 to reach us internationally. ^BT ;; [sim 0.132 conv 5789] CUST: @115850 I have stopped ordering from your site, Amazon courier guys are very rude. I have given similar complaints to u  -> AMZN: @117088 Apologies for this unpleasant experience. I'd like to take a closer look. 1/2 ^HD ;; [sim 0.129 conv 16758] CUST: @AmazonHelp fuck you guys. Canceling Prime. Not gonna do business with you guys ever again. -> AMZN: @119697 This isn't how we want you to feel. We'd like to help, if possible. Please let us know more about what's going. ","I'm sorry to hear about the trouble you've been having. If you need to reach us internationally, you can dial +1-206-266-2992. Please let us know if there is anything else we can assist you with.",,,,,
AMZ-106,11624,@AmazonHelp AMZL US,CUSTOMER: @AmazonHelp AMZL US | BRAND: @117955 Please provide your details here: https://t.co/zUIZ61Nac2 and my team will escalate to Amazon Logistics. ^EZ | CUSTOMER: @AmazonHelp Will do thank you for the help,DELIVERY_EXPERIENCE_OR_CARRIER_COMPLAINT,DELIVERY_EXPERIENCE_OR_CARRIER_COMPLAINT,AUTO_HANDLE,AUTO_HANDLE,"Informational request within a known intent, supported by similar historical evidence (top similarity 1.000).","[sim 1.000 conv 11624] CUST: @AmazonHelp AMZL US -> AMZN: @117955 Please provide your details here: https://t.co/zUIZ61Nac2 and my team will escalate to Amazon Logistics. ^EZ ;; [sim 0.238 conv 13170] CUST: @115821 why is your AMZL US shipping service not show more updates online? I had another package with this not delivered -> AMZN: @118704 Are you currently waiting on the delivery of a delayed order? ^QJ ;; [sim 0.184 conv 13180] CUST: y'all gotta get rid of AMZL and try again @115821 -> AMZN: @118708 I'm very sorry to hear that, J! Have you had trouble with a recent order/delivery? ^HM",I'm sorry to hear you've had a negative experience with our delivery service. We'd like to look into this for you. Please share more details with us here: https://t.co/zUIZ61Nac2 so we can escalate this to our logistics team. ^AM,,,,,
